# 【完全版・マーフィーの法則】永久保存版 ～潜在意識と成功・お金・健康・幸せ～
- [Youtube](https://www.youtube.com/watch?v=QYP-iNf4VJc&t=13s)
- [Youtube](https://www.youtube.com/watch?v=puUOk2wZTcU)

  - RADIO引き寄せ	チャンネル登録者数 9360人
　　78:00	その水が入った茶碗に鼻を近づけた途端、
　　78:04	くしゃみを始めるでしょう。
　　78:06	また、
　　78:07	植物アレルギーの人に空の花瓶を近づけても、同じようにアレルギー反応をおこします。
　　78:12	
　　78:14	これは潜在意識によって、体の神経や機能が刺激され、
　　78:18	実際にそれらの物質を近づけたのと同じ反応を起こすわけです。
　　78:23	なぜなら、肉体の全機能全組織をコントロールしているのは潜在意識だからです。
　　78:31	ご存知でしょうか？
　　78:32	あのアドルフヒトラーにも奇跡が起きていたのです。
　　78:37	1918年、
　　78:39	イギリス軍の砲弾の雨にドイツの兵士たちは散々にやられました。
　　78:44	命はかろうじで取り留めた人でも、その毒ガスのため、さまざまな後遺症残し、苦しんでいました。
　　78:49	
　　78:50	当時29歳だったヒトラーは、その後遺症で目をやられてしまいました。
　　78:56	その時は失明には至らなかったのですが、その後回復していた視力が再び
　　79:01	失われてしまったのです。
　　79:03	ヒトラーは永久に失明したものと思い込んでいましたが、
　　79:07	原因不明の２度目の失明、不審に思った
　　79:11	ポルスター博士は、催眠術による暗示をかけてみました。
　　79:15	すると、
　　79:16	彼の目は再び光を取り戻したのです。
　　79:20	指圧、整体、はり、お灸など世界中でいろいろな
　　79:25	治癒療法が取られていますが、いずれも潜在意識に刺激を与える手段です。
　　79:30	潜在意識の活用こそが、根源的な治療法なのです。


　　79:37	ただ一つの真理
　　79:40	いろいろな宗教が説く、数限りない説教を聞いたところで、退屈なだけです。
　　79:45	
　　79:47	この方法だと成果があるから正しいとか、その方法では成果を上げられないから正しくないとか
　　79:53	そういった問題ではないんです。
　　79:57	治療法もいろいろありますが、
　　79:59	パリで開業したオーストリア出身の医師
　　80:02	メスメルは全く新しい使用法を生み出しました。
　　80:06	病人の体に磁石を当てて治療するという方法です。
　　80:11	彼は磁石のほかに、ガラスや金属でも同じ治療を行い、効果をあげていました。
　　80:17	彼は、その治療についてこう説明しています。
　　80:21	動物磁気が、彼から患者に放出されそれによって病気が癒されるのだと。
　　80:27	この治療法は一種の催眠療法で、メスメリズムと呼ばれていました。
　　80:33	精神科医、心理学者、指圧師、整体師、
　　80:37	そして様々な宗教団体などが説く治癒力はすべて潜在意識の力を呼び起こしているに過ぎません。
　　80:44	
　　80:45	彼らは、自分の治療法こそが、自分の宗教こそが正しいと主張していますが、どんな場合でも
　　80:52	信念と考え方によって治癒作用は起きてくるものなのです。
　　80:57	自信に満ちた期待が、潜在意識に強力な暗示として働きかけ、
　　81:03	治癒力を促してくれるのです。
　　81:06	潜在意識の治癒力は万人に共通です。
　　81:10	各人、各様の理論や方法あっても、真実はただ一つです。
　　81:15	それは、
　　81:16	潜在意識の力だということです。
　　81:20	その潜在意識の力の引き出し方が、宗教や治療法によって異なるだけのことです。
　　81:26	ですから、
　　81:27	あなたは潜在意識の力を信じ、後はあなたの好きな方法を選べばいいのです。



　　81:36	パラケルサスとコンポナティ
　　81:39	パラケルサスとは、1500年代の偉大な治療師でした。
　　81:43	彼は、信仰の効果というのは信じるもの自体が本物であるか否かの問題ではないのです。
　　81:51	「本物を信じようと偽物を信じようと、信仰は同じ奇跡を生むのです」と述べています。
　　81:58	そしてこれは立派な科学的事実として、
　　82:01	今日では明らかにされています。
　　82:03	また、そのパラケルサスと同時代のイタリアの哲学者コンポナティも同じ思想を抱いていました。
